id,cash_request_id,type,status,category,total_amount,reason,created_at,updated_at,paid_at,from_date,to_date,charge_moment
6537,14941.0,instant_payment,rejected,,5.0,Instant Payment Cash Request 14941,07/09/2020,13/10/2020,17/12/2020,,,
6961,11714.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,09/09/2020,13/10/2020,08/12/2020,,,
16296,23371.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23371,23/10/2020,23/10/2020,04/11/2020,,,
20775,26772.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26772,31/10/2020,31/10/2020,19/11/2020,,,
11242,19350.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19350,06/10/2020,13/10/2020,02/11/2020,,,
17029,24052.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24052,24/10/2020,24/10/2020,09/11/2020,,,
19956,25983.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25983,30/10/2020,30/10/2020,21/12/2020,,,
14187,14839.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,05/11/2020,,,
20539,26572.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26572,31/10/2020,31/10/2020,28/11/2020,,,
15431,22106.0,postpone,cancelled,,5.0,Postpone Cash Request 22106,21/10/2020,21/10/2020,,04/11/2020,05/11/2020,
17962,24756.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24756,26/10/2020,26/10/2020,05/11/2020,,,
15434,21897.0,postpone,accepted,,5.0,Postpone Cash Request 21897,21/10/2020,21/10/2020,21/10/2020,26/10/2020,30/10/2020,
20199,25490.0,postpone,cancelled,,5.0,Postpone Cash Request 25490,30/10/2020,30/10/2020,,06/11/2020,12/11/2020,
20537,26568.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26568,31/10/2020,31/10/2020,13/11/2020,,,
19517,25902.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25902,29/10/2020,29/10/2020,25/11/2020,,,
14420,17963.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,17/10/2020,,,
20532,26565.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26565,31/10/2020,31/10/2020,15/11/2020,,,
13949,19876.0,postpone,accepted,,5.0,Postpone Cash Request 19876,16/10/2020,16/10/2020,16/10/2020,,03/11/2020,
14793,22136.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22136,19/10/2020,19/10/2020,03/11/2020,,,
19761,24564.0,postpone,cancelled,,5.0,Postpone Cash Request 24564,29/10/2020,29/10/2020,,29/10/2020,30/10/2020,
19061,25527.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25527,28/10/2020,28/10/2020,18/11/2020,,,
20530,19909.0,postpone,cancelled,,5.0,Postpone Cash Request 19909,31/10/2020,31/10/2020,,03/11/2020,05/11/2020,
15878,22357.0,postpone,accepted,,5.0,Postpone Cash Request 22357,22/10/2020,22/10/2020,22/10/2020,05/11/2020,05/12/2020,
14728,21504.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21504,19/10/2020,19/10/2020,06/11/2020,,,
19332,25768.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25768,28/10/2020,28/10/2020,03/12/2020,,,
13718,21302.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21302,15/10/2020,15/10/2020,10/11/2020,,,
20534,26567.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26567,31/10/2020,31/10/2020,27/11/2020,,,
14433,10287.0,incident,rejected,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,17/12/2020,,,
20531,20599.0,postpone,accepted,,5.0,Postpone Cash Request 20599,31/10/2020,31/10/2020,31/10/2020,05/11/2020,07/11/2020,
16690,22251.0,postpone,cancelled,,5.0,Postpone Cash Request 22251,23/10/2020,23/10/2020,,29/10/2020,05/11/2020,
20424,22829.0,postpone,accepted,,5.0,Postpone Cash Request 22829,30/10/2020,30/10/2020,30/10/2020,31/10/2020,07/11/2020,
20536,17458.0,postpone,accepted,,5.0,Postpone Cash Request 17458,31/10/2020,31/10/2020,31/10/2020,30/10/2020,10/11/2020,
20543,21351.0,postpone,accepted,,5.0,Postpone Cash Request 21351,31/10/2020,31/10/2020,31/10/2020,30/10/2020,01/11/2020,
13483,21138.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21138,14/10/2020,14/10/2020,02/11/2020,,,
3024,11186.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 11186,07/08/2020,13/10/2020,04/11/2020,,,
18552,25131.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25131,27/10/2020,27/10/2020,02/11/2020,,,
20939,21066.0,postpone,accepted,,5.0,Postpone Cash Request 21066,01/11/2020,01/11/2020,01/11/2020,04/11/2020,29/11/2020,
20937,26787.0,postpone,accepted,,5.0,Postpone Cash Request 26787,01/11/2020,01/11/2020,01/11/2020,,04/12/2020,
21157,24323.0,postpone,cancelled,,5.0,Postpone Cash Request 24323,01/11/2020,01/11/2020,,,29/11/2020,
13150,20878.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20878,13/10/2020,13/10/2020,03/11/2020,,,
14188,15989.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,16/11/2020,,,
13719,17335.0,postpone,cancelled,,5.0,Postpone Cash Request 17335,15/10/2020,15/10/2020,,,14/11/2020,
19333,25769.0,instant_payment,rejected,,5.0,Instant Payment Cash Request 25769,28/10/2020,09/12/2020,07/12/2020,,,
21158,19981.0,incident,rejected,rejected_direct_debit,5.0,rejected direct debit,01/11/2020,01/11/2020,,,,
13583,12952.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 10/2020,15/10/2020,15/10/2020,05/01/2021,,,
7039,15474.0,instant_payment,rejected,,5.0,Instant Payment Cash Request 15474,10/09/2020,13/10/2020,29/10/2020,,,
14794,20043.0,postpone,cancelled,,5.0,Postpone Cash Request 20043,19/10/2020,19/10/2020,,05/11/2020,05/12/2020,
1823,9338.0,postpone,accepted,,5.0,Postpone Cash Request 9338,23/07/2020,13/10/2020,23/07/2020,10/08/2020,,
17378,24326.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24326,25/10/2020,25/10/2020,09/12/2020,,,
20538,26569.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26569,31/10/2020,31/10/2020,15/11/2020,,,
15435,22702.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22702,21/10/2020,21/10/2020,05/11/2020,,,
14421,13940.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,26/10/2020,,,
20940,26868.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26868,01/11/2020,01/11/2020,16/11/2020,,,
12034,19950.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19950,08/10/2020,13/10/2020,05/11/2020,,,
17963,18320.0,postpone,cancelled,,5.0,Postpone Cash Request 18320,26/10/2020,26/10/2020,,06/11/2020,05/12/2020,
20544,26575.0,instant_payment,rejected,,5.0,Instant Payment Cash Request 26575,31/10/2020,31/10/2020,09/01/2021,,,
12715,14399.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,11/10/2020,13/10/2020,30/10/2020,,,
14985,22313.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22313,20/10/2020,20/10/2020,30/10/2020,,,
15432,22699.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22699,21/10/2020,21/10/2020,30/11/2020,,,
20195,18158.0,postpone,cancelled,,5.0,Postpone Cash Request 18158,30/10/2020,30/10/2020,,30/10/2020,05/11/2020,
19518,25903.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25903,29/10/2020,29/10/2020,26/11/2020,,,
19062,25528.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25528,28/10/2020,28/10/2020,30/11/2020,,,
18553,25132.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25132,27/10/2020,27/10/2020,06/11/2020,,,
15250,22551.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22551,20/10/2020,20/10/2020,27/10/2020,,,
13151,20879.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20879,13/10/2020,13/10/2020,01/12/2020,,,
20776,26771.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26771,31/10/2020,31/10/2020,05/12/2020,,,
15324,22608.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22608,20/10/2020,20/10/2020,31/10/2020,,,
20535,24867.0,postpone,cancelled,,5.0,Postpone Cash Request 24867,31/10/2020,31/10/2020,,,29/11/2020,
17030,24051.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24051,24/10/2020,24/10/2020,10/11/2020,,,
21174,21041.0,postpone,cancelled,,5.0,Postpone Cash Request 21041,01/11/2020,01/11/2020,,31/10/2020,02/11/2020,
15879,22977.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22977,22/10/2020,22/10/2020,02/11/2020,,,
13484,21139.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21139,14/10/2020,14/10/2020,12/11/2020,,,
10078,18564.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 18564,30/09/2020,13/10/2020,03/11/2020,,,
11511,19563.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19563,07/10/2020,13/10/2020,06/11/2020,,,
19519,25904.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25904,29/10/2020,29/10/2020,05/11/2020,,,
16959,23989.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23989,24/10/2020,24/10/2020,16/11/2020,,,
18554,25133.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25133,27/10/2020,27/10/2020,03/11/2020,,,
13720,21305.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21305,15/10/2020,15/10/2020,03/11/2020,,,
13951,21514.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21514,16/10/2020,16/10/2020,13/11/2020,,,
20425,26494.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26494,30/10/2020,30/10/2020,07/01/2021,,,
1766,2211.0,postpone,cancelled,,5.0,Postpone Cash Request 2211,22/07/2020,13/10/2020,,31/07/2020,30/08/2020,
14986,22314.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22314,20/10/2020,20/10/2020,03/11/2020,,,
14795,18415.0,postpone,cancelled,,5.0,Postpone Cash Request 18415,19/10/2020,19/10/2020,,04/11/2020,04/12/2020,
7552,2811.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 9/2020,13/09/2020,13/10/2020,31/12/2020,,,
19763,26115.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26115,29/10/2020,29/10/2020,08/11/2020,,,
15415,22683.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22683,21/10/2020,21/10/2020,12/11/2020,,,
13549,12008.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,14/10/2020,14/10/2020,31/10/2020,,,
14422,16534.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,22/10/2020,,,
13276,4004.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 8/2020,14/10/2020,14/10/2020,13/01/2021,,,
17421,24362.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24362,25/10/2020,25/10/2020,31/10/2020,,,
14702,22045.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22045,19/10/2020,19/10/2020,31/10/2020,,,
17031,13258.0,postpone,accepted,,5.0,Postpone Cash Request 13258,24/10/2020,24/10/2020,24/10/2020,25/10/2020,24/11/2020,
19063,19708.0,postpone,cancelled,,5.0,Postpone Cash Request 19708,28/10/2020,28/10/2020,,09/11/2020,08/12/2020,
17379,18340.0,postpone,cancelled,,5.0,Postpone Cash Request 18340,25/10/2020,25/10/2020,,04/11/2020,04/12/2020,
12722,14814.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,11/10/2020,13/10/2020,30/10/2020,,,
20196,19870.0,postpone,cancelled,,5.0,Postpone Cash Request 19870,30/10/2020,30/10/2020,,06/11/2020,05/12/2020,
20541,19849.0,postpone,cancelled,,5.0,Postpone Cash Request 19849,31/10/2020,31/10/2020,,05/11/2020,11/11/2020,
16136,13765.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 10/2020,22/10/2020,22/10/2020,31/10/2020,,,
15880,22981.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22981,22/10/2020,22/10/2020,31/10/2020,,,
20777,22840.0,postpone,cancelled,,5.0,Postpone Cash Request 22840,31/10/2020,31/10/2020,,30/10/2020,29/11/2020,
15436,22703.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22703,21/10/2020,21/10/2020,30/10/2020,,,
21159,23676.0,postpone,cancelled,,5.0,Postpone Cash Request 23676,01/11/2020,01/11/2020,,,13/11/2020,
9189,17730.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 17730,25/09/2020,13/10/2020,03/11/2020,,,
21175,27004.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 27004,01/11/2020,01/11/2020,03/11/2020,,,
8973,17518.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 17518,23/09/2020,13/10/2020,13/10/2020,,,
13486,21141.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21141,14/10/2020,14/10/2020,26/10/2020,,,
14190,14924.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,07/11/2020,,,
12231,20130.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20130,09/10/2020,13/10/2020,05/11/2020,,,
16299,23360.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23360,23/10/2020,23/10/2020,11/11/2020,,,
19764,26117.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26117,29/10/2020,29/10/2020,02/12/2020,,,
1767,7222.0,postpone,accepted,,5.0,Postpone Cash Request 7222,22/07/2020,13/10/2020,22/07/2020,06/08/2020,05/09/2020,
1540,7808.0,postpone,accepted,,5.0,Postpone Cash Request 7808,17/07/2020,13/10/2020,17/07/2020,,,
15437,21769.0,postpone,cancelled,,5.0,Postpone Cash Request 21769,21/10/2020,21/10/2020,,30/10/2020,18/11/2020,
19520,24931.0,postpone,cancelled,,5.0,Postpone Cash Request 24931,29/10/2020,29/10/2020,,10/11/2020,13/11/2020,
15881,23004.0,instant_payment,confirmed,,5.0,Instant Payment Cash Request 23004,22/10/2020,22/10/2020,,,,
14436,14093.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,23/10/2020,,,
17380,24327.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24327,25/10/2020,25/10/2020,30/11/2020,,,
17965,24762.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24762,26/10/2020,26/10/2020,14/11/2020,,,
17032,24054.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24054,24/10/2020,24/10/2020,01/12/2020,,,
20200,18741.0,postpone,cancelled,,5.0,Postpone Cash Request 18741,30/10/2020,30/10/2020,,03/11/2020,04/11/2020,
11597,19620.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19620,07/10/2020,13/10/2020,10/11/2020,,,
10322,18726.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 18726,01/10/2020,13/10/2020,30/11/2020,,,
19064,25530.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25530,28/10/2020,28/10/2020,07/11/2020,,,
20545,18734.0,postpone,cancelled,,5.0,Postpone Cash Request 18734,31/10/2020,31/10/2020,,06/11/2020,30/11/2020,
20426,20221.0,postpone,accepted,,5.0,Postpone Cash Request 20221,30/10/2020,30/10/2020,30/10/2020,30/10/2020,16/11/2020,
20533,26566.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26566,31/10/2020,31/10/2020,30/11/2020,,,
20942,18606.0,postpone,cancelled,,5.0,Postpone Cash Request 18606,01/11/2020,01/11/2020,,03/11/2020,30/11/2020,
20778,26773.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26773,31/10/2020,31/10/2020,07/11/2020,,,
14423,15858.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,02/11/2020,,,
21176,15272.0,postpone,cancelled,,5.0,Postpone Cash Request 15272,01/11/2020,01/11/2020,,31/10/2020,30/11/2020,
20542,14781.0,postpone,cancelled,,5.0,Postpone Cash Request 14781,31/10/2020,31/10/2020,,03/11/2020,04/11/2020,
13721,20859.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20859,15/10/2020,15/10/2020,04/11/2020,,,
21160,23676.0,postpone,cancelled,,5.0,Postpone Cash Request 23676,01/11/2020,01/11/2020,,,13/11/2020,
11202,19372.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19372,06/10/2020,13/10/2020,03/11/2020,,,
13952,21516.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21516,16/10/2020,16/10/2020,04/11/2020,,,
13153,20883.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20883,13/10/2020,13/10/2020,05/11/2020,,,
14437,21871.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21871,17/10/2020,17/10/2020,06/11/2020,,,
14191,16101.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,21/11/2020,,,
14988,22083.0,postpone,accepted,,5.0,Postpone Cash Request 22083,20/10/2020,20/10/2020,20/10/2020,02/11/2020,08/11/2020,
20779,26775.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26775,31/10/2020,31/10/2020,15/11/2020,,,
14797,22139.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22139,19/10/2020,19/10/2020,09/11/2020,,,
239,2953.0,postpone,accepted,,5.0,Postpone Cash Request 2953,15/06/2020,13/10/2020,,17/07/2020,,
9081,17625.0,instant_payment,rejected,,5.0,Instant Payment Cash Request 17625,24/09/2020,13/10/2020,29/10/2020,,,
6751,3229.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 8/2020,08/09/2020,13/10/2020,07/01/2021,,,
12265,20123.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20123,09/10/2020,13/10/2020,07/01/2021,,,
20546,26576.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26576,31/10/2020,31/10/2020,26/11/2020,,,
19765,26119.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26119,29/10/2020,29/10/2020,11/11/2020,,,
13722,21306.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21306,15/10/2020,15/10/2020,27/10/2020,,,
6340,14723.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 14723,06/09/2020,13/10/2020,05/11/2020,,,
19336,25773.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25773,28/10/2020,28/10/2020,05/11/2020,,,
14424,16097.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,02/11/2020,,,
16300,23375.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23375,23/10/2020,23/10/2020,10/11/2020,,,
16131,12103.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,22/10/2020,22/10/2020,09/11/2020,,,
17033,20585.0,postpone,accepted,,5.0,Postpone Cash Request 20585,24/10/2020,24/10/2020,24/10/2020,,,
19957,20158.0,postpone,cancelled,,5.0,Postpone Cash Request 20158,30/10/2020,30/10/2020,,03/11/2020,03/12/2020,
20201,22294.0,postpone,cancelled,,5.0,Postpone Cash Request 22294,30/10/2020,30/10/2020,,01/11/2020,23/11/2020,
20427,16056.0,postpone,cancelled,,5.0,Postpone Cash Request 16056,30/10/2020,30/10/2020,,,28/11/2020,
20943,18606.0,postpone,cancelled,,5.0,Postpone Cash Request 18606,01/11/2020,01/11/2020,,03/11/2020,28/11/2020,
14006,21569.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21569,16/10/2020,16/10/2020,06/11/2020,,,
18833,25382.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25382,27/10/2020,27/10/2020,03/11/2020,,,
21177,15272.0,postpone,cancelled,,5.0,Postpone Cash Request 15272,01/11/2020,01/11/2020,,31/10/2020,30/11/2020,
4069,12680.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 12680,16/08/2020,13/10/2020,03/11/2020,,,
8443,17012.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 17012,21/09/2020,13/10/2020,05/11/2020,,,
15882,23007.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23007,22/10/2020,22/10/2020,02/11/2020,,,
21161,20387.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,01/11/2020,01/11/2020,03/11/2020,,,
11952,19878.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19878,08/10/2020,13/10/2020,04/11/2020,,,
13953,21517.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21517,16/10/2020,16/10/2020,05/11/2020,,,
20547,26561.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26561,31/10/2020,31/10/2020,09/12/2020,,,
8995,7855.0,incident,rejected,rejected_direct_debit,5.0,rejected direct debit,23/09/2020,13/10/2020,21/12/2020,,,
2515,10342.0,instant_payment,cancelled,,5.0,Instant Payment Cash Request 10342,01/08/2020,15/12/2020,28/08/2020,,,
17967,24760.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24760,26/10/2020,26/10/2020,26/11/2020,,,
14989,17735.0,postpone,accepted,,5.0,Postpone Cash Request 17735,20/10/2020,20/10/2020,20/10/2020,19/10/2020,10/11/2020,
14438,14681.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,26/10/2020,,,
19066,25532.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25532,28/10/2020,28/10/2020,02/12/2020,,,
17382,24330.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24330,25/10/2020,25/10/2020,29/10/2020,,,
14425,14179.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,17/10/2020,,,
14798,22142.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22142,19/10/2020,19/10/2020,05/11/2020,,,
3461,6317.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,11/08/2020,13/10/2020,17/12/2020,,,
18557,25136.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25136,27/10/2020,27/10/2020,05/11/2020,,,
19766,26121.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26121,29/10/2020,29/10/2020,06/11/2020,,,
15883,23006.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23006,22/10/2020,22/10/2020,13/11/2020,,,
10705,19030.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 19030,03/10/2020,13/10/2020,03/11/2020,,,
3457,7017.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,11/08/2020,13/10/2020,05/11/2020,,,
17034,24057.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 24057,24/10/2020,24/10/2020,05/11/2020,,,
12614,20438.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20438,11/10/2020,13/10/2020,05/11/2020,,,
20780,26777.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 26777,31/10/2020,31/10/2020,10/11/2020,,,
14192,14588.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,29/10/2020,,,
2865,8604.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,05/08/2020,13/10/2020,30/10/2020,,,
19958,18969.0,postpone,cancelled,,5.0,Postpone Cash Request 18969,30/10/2020,30/10/2020,,30/10/2020,14/11/2020,
20202,19640.0,postpone,cancelled,,5.0,Postpone Cash Request 19640,30/10/2020,30/10/2020,,03/11/2020,04/11/2020,
20428,19468.0,postpone,cancelled,,5.0,Postpone Cash Request 19468,30/10/2020,30/10/2020,,04/11/2020,11/11/2020,
21178,15272.0,postpone,cancelled,,5.0,Postpone Cash Request 15272,01/11/2020,01/11/2020,,31/10/2020,30/11/2020,
13954,21488.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21488,16/10/2020,16/10/2020,31/10/2020,,,
20944,18606.0,postpone,accepted,,5.0,Postpone Cash Request 18606,01/11/2020,01/11/2020,01/11/2020,03/11/2020,30/11/2020,
13081,20680.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20680,13/10/2020,13/10/2020,03/11/2020,,,
16144,8523.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,22/10/2020,22/10/2020,06/11/2020,,,
13154,20882.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20882,13/10/2020,13/10/2020,06/11/2020,,,
18834,25383.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25383,27/10/2020,27/10/2020,05/11/2020,,,
13155,20874.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20874,13/10/2020,13/10/2020,05/11/2020,,,
13577,10128.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 9/2020,15/10/2020,21/01/2021,,,,
17968,23576.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 23576,26/10/2020,26/10/2020,04/01/2021,,,
20429,24960.0,postpone,cancelled,,5.0,Postpone Cash Request 24960,30/10/2020,30/10/2020,,05/11/2020,06/11/2020,
21179,15272.0,postpone,cancelled,,5.0,Postpone Cash Request 15272,01/11/2020,01/11/2020,,31/10/2020,30/11/2020,
15884,21956.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 21956,22/10/2020,22/10/2020,02/11/2020,,,
17618,21152.0,postpone,cancelled,,5.0,Postpone Cash Request 21152,26/10/2020,26/10/2020,,27/10/2020,31/10/2020,
2271,9894.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 9894,29/07/2020,13/10/2020,06/11/2020,,,
14426,14754.0,incident,rejected,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,09/01/2021,,,
6157,14588.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 14588,05/09/2020,13/10/2020,29/10/2020,,,
3336,11884.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 11884,11/08/2020,13/10/2020,19/10/2020,,,
4431,11302.0,postpone,accepted,,5.0,Postpone Cash Request 11302,20/08/2020,13/10/2020,20/08/2020,02/09/2020,03/10/2020,
1543,6350.0,postpone,accepted,,5.0,Postpone Cash Request 6350,17/07/2020,13/10/2020,17/07/2020,05/08/2020,03/09/2020,
9984,4997.0,incident,accepted,month_delay_on_payment,5.0,month delay on payment - 9/2020,30/09/2020,13/10/2020,15/01/2021,,,
14439,15569.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,17/10/2020,17/10/2020,19/10/2020,,,
19338,25776.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 25776,28/10/2020,28/10/2020,04/11/2020,,,
14990,22316.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22316,20/10/2020,20/10/2020,25/11/2020,,,
15440,22708.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 22708,21/10/2020,21/10/2020,02/11/2020,,,
13294,20747.0,instant_payment,accepted,,5.0,Instant Payment Cash Request 20747,14/10/2020,14/10/2020,23/10/2020,,,
18835,22890.0,postpone,accepted,,5.0,Postpone Cash Request 22890,27/10/2020,27/10/2020,27/10/2020,28/10/2020,10/11/2020,
17035,20143.0,postpone,cancelled,,5.0,Postpone Cash Request 20143,24/10/2020,24/10/2020,,01/11/2020,15/11/2020,
14193,14080.0,incident,accepted,rejected_direct_debit,5.0,rejected direct debit,16/10/2020,16/10/2020,03/11/2020,,,
17383,21931.0,postpone,cancelled,,5.0,Postpone Cash Request 21931,25/10/2020,25/10/2020,,26/10/2020,28/10/2020,
