id,amount,status,created_at,updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update
2908,100.0,rejected,10/06/2020,10/06/2020,13863.0,10/06/2020,,,,,regular,,,,
3007,100.0,rejected,11/06/2020,11/06/2020,8058.0,11/06/2020,,,,,regular,,,,
6781,100.0,rejected,06/07/2020,06/07/2020,24064.0,06/07/2020,,,,,regular,,,,
3422,80.0,rejected,16/06/2020,16/06/2020,6179.0,16/06/2020,,,,,regular,,,,
3489,80.0,rejected,16/06/2020,16/06/2020,10804.0,16/06/2020,,,,,regular,,,,
5368,100.0,rejected,25/06/2020,26/06/2020,20851.0,26/06/2020,,,,,regular,,,,
272,100.0,rejected,21/12/2019,21/12/2019,,21/12/2019,3369.0,11/01/2020,,,regular,,,,
7170,100.0,direct_debit_rejected,08/07/2020,11/08/2020,2575.0,08/07/2020,,,10/07/2020,,regular,,pending,11/08/2020,11/08/2020
5660,50.0,rejected,28/06/2020,28/06/2020,16902.0,28/06/2020,,,,,regular,,,,
18485,100.0,rejected,30/09/2020,30/09/2020,51994.0,30/09/2020,,,,,instant,07/10/2020,,,
4260,100.0,money_back,19/06/2020,18/12/2020,2649.0,20/06/2020,,,23/06/2020,30/06/2020,regular,,,,
4167,100.0,rejected,19/06/2020,19/06/2020,,19/06/2020,2104.0,,,,regular,,,,
4674,100.0,rejected,22/06/2020,23/06/2020,2353.0,23/06/2020,,,,,regular,,,,
4181,100.0,rejected,19/06/2020,19/06/2020,,19/06/2020,2046.0,,,,regular,,,,
3682,100.0,rejected,17/06/2020,18/06/2020,,18/06/2020,1979.0,,,,regular,,,,
4686,100.0,rejected,22/06/2020,30/06/2020,19655.0,23/06/2020,,,,,regular,,,,
3973,75.0,rejected,18/06/2020,19/06/2020,,19/06/2020,2142.0,03/07/2020,,,regular,,,,
5013,100.0,rejected,24/06/2020,26/06/2020,15600.0,26/06/2020,,,,,regular,,,,
10923,50.0,rejected,05/08/2020,05/08/2020,31566.0,05/08/2020,,,,,instant,12/08/2020,,,
2778,100.0,rejected,09/06/2020,09/06/2020,7192.0,09/06/2020,,,,,regular,,,,
1693,100.0,money_back,12/05/2020,11/06/2020,3111.0,12/05/2020,,,13/05/2020,11/06/2020,regular,,,,
12869,100.0,rejected,18/08/2020,18/08/2020,32648.0,18/08/2020,,04/09/2020,,,instant,25/08/2020,,,
466,100.0,rejected,17/01/2020,17/01/2020,,17/01/2020,3369.0,09/02/2020,,,regular,,,,
3450,100.0,rejected,16/06/2020,16/06/2020,14807.0,16/06/2020,,,,,regular,,,,
2569,100.0,rejected,04/06/2020,04/06/2020,,04/06/2020,1716.0,,,,regular,,,,
3819,100.0,rejected,18/06/2020,18/06/2020,17554.0,18/06/2020,,,,,regular,,,,
6037,100.0,rejected,30/06/2020,01/07/2020,19974.0,01/07/2020,,,,,regular,,,,
4734,100.0,money_back,23/06/2020,18/12/2020,20433.0,23/06/2020,,,24/06/2020,07/07/2020,regular,,,,
8725,100.0,rejected,17/07/2020,19/07/2020,24411.0,19/07/2020,,,,,regular,,,,
2027,50.0,money_back,19/05/2020,17/06/2020,6511.0,19/05/2020,,,20/05/2020,17/06/2020,regular,,completed,17/06/2020,17/06/2020
3683,100.0,rejected,17/06/2020,18/06/2020,16416.0,18/06/2020,,,,,regular,,,,
4048,100.0,rejected,18/06/2020,19/06/2020,,19/06/2020,2046.0,,,,regular,,,,
10815,100.0,rejected,04/08/2020,04/08/2020,9213.0,04/08/2020,,,,,regular,11/08/2020,,,
9257,50.0,rejected,21/07/2020,21/07/2020,31668.0,21/07/2020,,,,,regular,28/07/2020,,,
4995,100.0,rejected,24/06/2020,25/06/2020,16493.0,25/06/2020,,,,,regular,,,,
643,100.0,rejected,08/02/2020,08/02/2020,,08/02/2020,3369.0,08/03/2020,,,regular,,,,
4948,100.0,rejected,24/06/2020,24/06/2020,19790.0,24/06/2020,,,,,regular,,,,
5059,100.0,rejected,24/06/2020,25/06/2020,,25/06/2020,2352.0,,,,regular,,,,
3203,100.0,rejected,12/06/2020,13/06/2020,14585.0,13/06/2020,,,,,regular,,,,
9557,100.0,rejected,24/07/2020,24/07/2020,26443.0,24/07/2020,,,,,regular,31/07/2020,,,
3142,100.0,rejected,12/06/2020,15/06/2020,14410.0,15/06/2020,,,,,regular,,,,
5638,100.0,rejected,27/06/2020,28/06/2020,5496.0,28/06/2020,,,,,regular,,,,
1773,100.0,money_back,14/05/2020,07/07/2020,5015.0,14/05/2020,,,15/05/2020,07/07/2020,regular,,completed,04/07/2020,07/07/2020
4499,100.0,rejected,21/06/2020,30/06/2020,19881.0,21/06/2020,,,,,regular,,,,
2658,100.0,money_back,06/06/2020,18/12/2020,10525.0,08/06/2020,,06/09/2020,10/06/2020,06/09/2020,regular,,,,
4118,100.0,rejected,19/06/2020,19/06/2020,10948.0,19/06/2020,,,,,regular,,,,
2367,100.0,rejected,30/05/2020,31/05/2020,,31/05/2020,8794.0,,,,regular,,,,
9119,100.0,rejected,20/07/2020,20/07/2020,34396.0,20/07/2020,,06/08/2020,,,regular,27/07/2020,,,
5408,100.0,rejected,25/06/2020,26/06/2020,,26/06/2020,2421.0,,,,regular,,,,
10516,50.0,rejected,01/08/2020,02/08/2020,12120.0,02/08/2020,,,,,instant,08/08/2020,,,
10733,50.0,rejected,03/08/2020,04/08/2020,24512.0,04/08/2020,,,,,regular,10/08/2020,,,
8726,50.0,rejected,17/07/2020,19/07/2020,26818.0,19/07/2020,,,,,regular,,,,
3684,100.0,rejected,17/06/2020,18/06/2020,15040.0,18/06/2020,,,,,regular,,,,
4893,100.0,rejected,23/06/2020,24/06/2020,16419.0,24/06/2020,,,,,regular,,,,
4735,95.0,rejected,23/06/2020,23/06/2020,16642.0,23/06/2020,,,,,regular,,,,
3143,100.0,rejected,12/06/2020,12/06/2020,14157.0,12/06/2020,,05/07/2020,,,regular,,,,
5661,100.0,rejected,28/06/2020,28/06/2020,19690.0,28/06/2020,,,,,regular,,,,
16136,50.0,rejected,15/09/2020,15/09/2020,41835.0,15/09/2020,,,,,instant,22/09/2020,,,
5671,70.0,rejected,28/06/2020,28/06/2020,16046.0,28/06/2020,,,,,regular,,,,
2340,100.0,money_back,30/05/2020,03/07/2020,11722.0,30/05/2020,,,01/06/2020,03/07/2020,regular,,completed,02/07/2020,03/07/2020
3452,100.0,rejected,16/06/2020,16/06/2020,10560.0,16/06/2020,,,,,regular,,,,
14842,50.0,rejected,06/09/2020,06/09/2020,35606.0,06/09/2020,,,,,regular,13/09/2020,,,
4606,100.0,rejected,22/06/2020,22/06/2020,12460.0,22/06/2020,,,,,regular,,,,
3256,100.0,rejected,13/06/2020,13/06/2020,,13/06/2020,8794.0,,,,regular,,,,
12885,100.0,money_back,18/08/2020,18/12/2020,35583.0,18/08/2020,,,24/08/2020,29/09/2020,instant,25/08/2020,,,
4894,100.0,rejected,23/06/2020,24/06/2020,10904.0,24/06/2020,,,,,regular,,,,
4480,100.0,canceled,21/06/2020,21/06/2020,,,2135.0,,,,regular,,,,
5722,100.0,rejected,28/06/2020,29/06/2020,24632.0,29/06/2020,,,,,regular,,,,
6049,100.0,rejected,01/07/2020,01/07/2020,25137.0,01/07/2020,,,,,regular,,,,
5060,100.0,rejected,24/06/2020,25/06/2020,9220.0,25/06/2020,,,,,regular,,,,
4787,90.0,rejected,23/06/2020,23/06/2020,1159.0,23/06/2020,,,,,regular,,,,
1666,100.0,money_back,10/05/2020,11/06/2020,9067.0,10/05/2020,,06/06/2020,12/05/2020,11/06/2020,regular,,,,
3144,100.0,rejected,12/06/2020,12/06/2020,12441.0,12/06/2020,,,,,regular,,,,
3205,100.0,rejected,13/06/2020,13/06/2020,1227.0,13/06/2020,,,,,regular,,,,
5926,100.0,rejected,30/06/2020,30/06/2020,23511.0,30/06/2020,,,,,regular,,,,
6607,100.0,rejected,04/07/2020,05/07/2020,,05/07/2020,8794.0,,,,regular,,,,
8911,100.0,rejected,19/07/2020,20/07/2020,22078.0,20/07/2020,,,,,regular,,,,
6041,100.0,rejected,30/06/2020,01/07/2020,24152.0,01/07/2020,,30/07/2020,,,regular,,,,
6532,100.0,rejected,04/07/2020,04/07/2020,26802.0,04/07/2020,,,,,regular,,,,
14907,50.0,rejected,07/09/2020,07/09/2020,34549.0,07/09/2020,,,,,instant,14/09/2020,,,
11354,100.0,rejected,07/08/2020,07/08/2020,27786.0,07/08/2020,,,,,instant,14/08/2020,,,
5647,100.0,rejected,27/06/2020,28/06/2020,19004.0,28/06/2020,,,,,regular,,,,
3941,100.0,rejected,18/06/2020,18/06/2020,18518.0,18/06/2020,,,,,regular,,,,
5640,100.0,rejected,27/06/2020,28/06/2020,17761.0,28/06/2020,,,,,regular,,,,
6052,100.0,rejected,01/07/2020,01/07/2020,25475.0,01/07/2020,,,,,regular,,,,
4640,100.0,rejected,22/06/2020,22/06/2020,13973.0,22/06/2020,,,,,regular,,,,
10355,100.0,rejected,31/07/2020,01/08/2020,27804.0,01/08/2020,,,,,instant,07/08/2020,,,
4838,100.0,rejected,23/06/2020,24/06/2020,,24/06/2020,2685.0,,,,regular,,,,
6042,70.0,rejected,30/06/2020,01/07/2020,23015.0,01/07/2020,,,,,regular,,,,
5727,70.0,rejected,29/06/2020,29/06/2020,21180.0,29/06/2020,,,,,regular,,,,
3978,100.0,rejected,18/06/2020,19/06/2020,,19/06/2020,2104.0,,,,regular,,,,
8627,100.0,rejected,17/07/2020,17/07/2020,28040.0,17/07/2020,,,,,regular,,,,
3035,100.0,money_back,11/06/2020,18/12/2020,11533.0,12/06/2020,,,16/06/2020,07/07/2020,regular,,,,
1522,100.0,money_back,02/05/2020,13/06/2020,2562.0,04/05/2020,,03/06/2020,05/05/2020,13/06/2020,regular,,completed,11/06/2020,13/06/2020
10080,100.0,rejected,30/07/2020,30/07/2020,25606.0,30/07/2020,,,,,instant,06/08/2020,,,
6293,100.0,rejected,02/07/2020,02/07/2020,16011.0,02/07/2020,,,,,regular,,,,
3454,100.0,rejected,16/06/2020,16/06/2020,,16/06/2020,2156.0,,,,regular,,,,
16234,50.0,rejected,15/09/2020,15/09/2020,,15/09/2020,5543.0,,,,instant,22/09/2020,,,
3058,100.0,rejected,11/06/2020,12/06/2020,,12/06/2020,1716.0,21/06/2020,,,regular,,,,
5664,100.0,rejected,28/06/2020,28/06/2020,20113.0,28/06/2020,,,,,regular,,,,
4949,100.0,rejected,24/06/2020,24/06/2020,19521.0,24/06/2020,,,,,regular,,,,
4201,100.0,rejected,19/06/2020,19/06/2020,15655.0,19/06/2020,,,,,regular,,,,
4737,100.0,rejected,23/06/2020,23/06/2020,14410.0,23/06/2020,,,,,regular,,,,
2951,50.0,rejected,11/06/2020,11/06/2020,9592.0,11/06/2020,,,,,regular,,,,
1752,100.0,rejected,14/05/2020,09/06/2020,4523.0,09/06/2020,,05/06/2020,,,regular,,,,
1615,100.0,money_back,07/05/2020,11/06/2020,2329.0,07/05/2020,,,08/05/2020,11/06/2020,regular,,,,
6143,40.0,rejected,01/07/2020,01/07/2020,3377.0,01/07/2020,,,,,regular,,,,
10071,50.0,rejected,30/07/2020,30/07/2020,31073.0,30/07/2020,,,,,regular,06/08/2020,,,
6051,100.0,rejected,01/07/2020,01/07/2020,17271.0,01/07/2020,,,,,regular,,,,
5750,100.0,rejected,29/06/2020,29/06/2020,24801.0,29/06/2020,,,,,regular,,,,
4053,100.0,rejected,18/06/2020,19/06/2020,16509.0,19/06/2020,,,,,regular,,,,
5470,50.0,rejected,26/06/2020,26/06/2020,15821.0,26/06/2020,,,,,regular,,,,
5928,100.0,rejected,30/06/2020,30/06/2020,22524.0,30/06/2020,,,,,regular,,,,
12985,100.0,rejected,18/08/2020,19/08/2020,,19/08/2020,4148.0,,,,instant,25/08/2020,,,
4789,100.0,money_back,23/06/2020,18/12/2020,20897.0,23/06/2020,,,26/06/2020,03/07/2020,regular,,,,
11250,100.0,rejected,06/08/2020,07/08/2020,6309.0,07/08/2020,,,,,instant,13/08/2020,,,
10569,100.0,rejected,02/08/2020,02/08/2020,25848.0,02/08/2020,,,,,instant,09/08/2020,,,
25935,100.0,direct_debit_rejected,29/10/2020,18/12/2020,82483.0,,,,09/11/2020,01/12/2020,regular,05/11/2020,,,
5546,80.0,rejected,26/06/2020,27/06/2020,22072.0,27/06/2020,,,,,regular,,,,
8449,100.0,rejected,16/07/2020,17/07/2020,,17/07/2020,3339.0,,,,regular,,,,
3062,100.0,rejected,11/06/2020,12/06/2020,5344.0,12/06/2020,,,,,regular,,,,
4458,100.0,rejected,21/06/2020,21/06/2020,10529.0,21/06/2020,,,,,regular,,,,
4054,100.0,rejected,18/06/2020,19/06/2020,17347.0,19/06/2020,,,,,regular,,,,
5063,100.0,rejected,24/06/2020,25/06/2020,8489.0,25/06/2020,,,,,regular,,,,
5929,100.0,money_back,30/06/2020,18/12/2020,22174.0,30/06/2020,,,01/07/2020,,regular,,,,
4738,50.0,rejected,23/06/2020,23/06/2020,19472.0,23/06/2020,,,,,regular,,,,
2380,100.0,money_back,31/05/2020,08/07/2020,11905.0,02/06/2020,,30/06/2020,04/06/2020,08/07/2020,regular,,completed,04/07/2020,08/07/2020
2384,100.0,money_back,31/05/2020,04/07/2020,7961.0,31/05/2020,,,01/06/2020,04/07/2020,regular,,,,
5098,100.0,rejected,25/06/2020,25/06/2020,18708.0,25/06/2020,,,,,regular,,,,
5547,50.0,rejected,26/06/2020,27/06/2020,19472.0,27/06/2020,,,,,regular,,,,
6777,100.0,rejected,06/07/2020,06/07/2020,29077.0,06/07/2020,,,,,regular,,,,
2258,100.0,money_back,28/05/2020,23/06/2020,,28/05/2020,13352.0,27/06/2020,30/05/2020,23/06/2020,regular,,,,
6148,100.0,rejected,01/07/2020,01/07/2020,15041.0,01/07/2020,,,,,regular,,,,
3980,50.0,canceled,18/06/2020,18/06/2020,,,2037.0,,,,regular,,,,
4951,100.0,rejected,24/06/2020,24/06/2020,20525.0,24/06/2020,,,,,regular,,,,
18423,50.0,rejected,29/09/2020,29/09/2020,,29/09/2020,8373.0,,,,instant,06/10/2020,,,
3070,100.0,rejected,11/06/2020,12/06/2020,9297.0,12/06/2020,,,,,regular,,,,
3831,100.0,rejected,18/06/2020,18/06/2020,17271.0,18/06/2020,,,,,regular,,,,
12888,100.0,rejected,18/08/2020,18/08/2020,35023.0,18/08/2020,,04/09/2020,,,instant,25/08/2020,,,
3820,100.0,rejected,18/06/2020,18/06/2020,16209.0,18/06/2020,,,,,regular,,,,
5404,90.0,rejected,25/06/2020,26/06/2020,20911.0,26/06/2020,,,,,regular,,,,
8937,50.0,rejected,19/07/2020,20/07/2020,28320.0,20/07/2020,,,,,regular,,,,
4055,100.0,rejected,18/06/2020,19/06/2020,17577.0,19/06/2020,,06/07/2020,,,regular,,,,
4715,100.0,rejected,22/06/2020,23/06/2020,13851.0,23/06/2020,,,,,regular,,,,
8288,100.0,rejected,15/07/2020,17/07/2020,10066.0,17/07/2020,,,,,regular,,,,
9262,100.0,rejected,21/07/2020,21/07/2020,17407.0,21/07/2020,,,,,regular,28/07/2020,,,
4175,100.0,money_back,19/06/2020,18/12/2020,17240.0,19/06/2020,,,22/06/2020,03/07/2020,regular,,,,
4739,100.0,rejected,23/06/2020,23/06/2020,,23/06/2020,2356.0,,,,regular,,,,
6720,100.0,rejected,06/07/2020,06/07/2020,17577.0,06/07/2020,,,,,regular,,,,
5551,100.0,rejected,27/06/2020,27/06/2020,4368.0,27/06/2020,,,,,regular,,,,
2396,100.0,money_back,31/05/2020,04/07/2020,421.0,01/06/2020,,30/06/2020,03/06/2020,,regular,,completed,04/07/2020,14/07/2020
6119,100.0,rejected,01/07/2020,01/07/2020,24355.0,01/07/2020,,,,,regular,,,,
6208,100.0,rejected,02/07/2020,02/07/2020,6753.0,02/07/2020,,,,,regular,,,,
11029,100.0,rejected,05/08/2020,06/08/2020,22477.0,06/08/2020,,,,,regular,12/08/2020,,,
12871,100.0,rejected,18/08/2020,18/08/2020,3403.0,18/08/2020,,04/09/2020,,,regular,25/08/2020,,,
1625,100.0,direct_debit_rejected,08/05/2020,11/08/2020,5296.0,08/05/2020,,07/07/2020,11/05/2020,,regular,,pending,15/07/2020,11/08/2020
3916,100.0,rejected,18/06/2020,18/06/2020,16858.0,18/06/2020,,,,,regular,,,,
14838,100.0,rejected,06/09/2020,06/09/2020,12890.0,06/09/2020,,,,,instant,13/09/2020,,,
3457,100.0,rejected,16/06/2020,16/06/2020,15139.0,16/06/2020,,,,,regular,,,,
10572,50.0,rejected,02/08/2020,02/08/2020,31566.0,02/08/2020,,,,,instant,09/08/2020,,,
5559,70.0,rejected,27/06/2020,27/06/2020,18518.0,27/06/2020,,,,,regular,,,,
8733,50.0,rejected,17/07/2020,19/07/2020,23414.0,19/07/2020,,,,,regular,,,,
6439,100.0,rejected,03/07/2020,03/07/2020,21527.0,03/07/2020,,,,,regular,,,,
9141,100.0,rejected,20/07/2020,20/07/2020,18857.0,20/07/2020,,,,,regular,27/07/2020,,,
3834,50.0,rejected,18/06/2020,18/06/2020,4912.0,18/06/2020,,,,,regular,,,,
8582,100.0,rejected,17/07/2020,17/07/2020,,17/07/2020,3821.0,,,,regular,,,,
6219,100.0,rejected,02/07/2020,02/07/2020,26268.0,02/07/2020,,,,,regular,,,,
6176,100.0,rejected,01/07/2020,02/07/2020,,02/07/2020,2750.0,,,,regular,,,,
5121,100.0,rejected,25/06/2020,25/06/2020,21264.0,25/06/2020,,,,,regular,,,,
7003,100.0,rejected,07/07/2020,08/07/2020,29361.0,08/07/2020,,06/08/2020,,,regular,,,,
4896,100.0,rejected,23/06/2020,24/06/2020,9249.0,24/06/2020,,15/07/2020,,,regular,,,,
5065,100.0,rejected,25/06/2020,25/06/2020,21177.0,25/06/2020,,,,,regular,,,,
6773,100.0,rejected,06/07/2020,06/07/2020,9832.0,06/07/2020,,,,,regular,,,,
4843,100.0,rejected,23/06/2020,24/06/2020,6593.0,24/06/2020,,,,,regular,,,,
5411,100.0,rejected,26/06/2020,26/06/2020,9561.0,26/06/2020,,,,,regular,,,,
1859,100.0,money_back,15/05/2020,08/07/2020,4825.0,15/05/2020,,,19/05/2020,08/07/2020,regular,,completed,08/07/2020,08/07/2020
3073,100.0,money_back,12/06/2020,18/12/2020,3111.0,12/06/2020,,,15/06/2020,07/07/2020,regular,,,,
6298,100.0,rejected,02/07/2020,02/07/2020,24947.0,02/07/2020,,,,,regular,,,,
5678,100.0,rejected,28/06/2020,28/06/2020,17577.0,28/06/2020,,08/07/2020,,,regular,,,,
6177,100.0,rejected,01/07/2020,02/07/2020,25137.0,02/07/2020,,,,,regular,,,,
4344,100.0,rejected,20/06/2020,20/06/2020,18175.0,20/06/2020,,,,,regular,,,,
4898,100.0,rejected,23/06/2020,24/06/2020,20676.0,24/06/2020,,,,,regular,,,,
6440,100.0,rejected,03/07/2020,03/07/2020,25611.0,03/07/2020,,,,,regular,,,,
4179,50.0,rejected,19/06/2020,19/06/2020,,19/06/2020,2142.0,03/07/2020,,,regular,,,,
6025,100.0,canceled,30/06/2020,30/06/2020,,,2687.0,,,,regular,,,,
6056,100.0,rejected,01/07/2020,01/07/2020,22365.0,01/07/2020,,,,,regular,,,,
6802,90.0,rejected,06/07/2020,07/07/2020,17329.0,07/07/2020,,,,,regular,,,,
3066,100.0,rejected,11/06/2020,12/06/2020,8184.0,12/06/2020,,,,,regular,,,,
3982,100.0,rejected,18/06/2020,19/06/2020,,19/06/2020,2043.0,,,,regular,,,,
3838,100.0,rejected,18/06/2020,18/06/2020,,18/06/2020,1995.0,,,,regular,,,,
4507,100.0,rejected,21/06/2020,21/06/2020,19237.0,21/06/2020,,,,,regular,,,,
4742,100.0,rejected,23/06/2020,23/06/2020,19060.0,23/06/2020,,,,,regular,,,,
11356,50.0,rejected,07/08/2020,07/08/2020,23925.0,07/08/2020,,,,,instant,14/08/2020,,,
4779,100.0,rejected,23/06/2020,23/06/2020,,23/06/2020,2971.0,15/07/2020,,,regular,,,,
6592,70.0,rejected,04/07/2020,04/07/2020,11821.0,04/07/2020,,,,,regular,,,,
12889,100.0,money_back,18/08/2020,18/12/2020,17745.0,,,04/09/2020,18/08/2020,04/09/2020,instant,25/08/2020,,,
7289,100.0,rejected,09/07/2020,09/07/2020,24449.0,09/07/2020,,,,,regular,,,,
6221,100.0,rejected,02/07/2020,02/07/2020,20905.0,02/07/2020,,,,,regular,,,,
5863,100.0,rejected,30/06/2020,30/06/2020,16109.0,30/06/2020,,,,,regular,,,,
3807,100.0,rejected,18/06/2020,18/06/2020,,18/06/2020,2875.0,,,,regular,,,,
8632,100.0,rejected,17/07/2020,17/07/2020,10066.0,17/07/2020,,,,,regular,,,,
3146,100.0,rejected,12/06/2020,12/06/2020,13879.0,12/06/2020,,,,,regular,,,,
3983,100.0,rejected,18/06/2020,19/06/2020,15297.0,19/06/2020,,11/07/2020,,,regular,,,,
4059,100.0,rejected,18/06/2020,19/06/2020,16109.0,19/06/2020,,,,,regular,,,,
5123,100.0,direct_debit_rejected,25/06/2020,16/07/2020,17851.0,25/06/2020,,,27/06/2020,07/07/2020,regular,,pending,16/07/2020,16/07/2020
16632,50.0,rejected,17/09/2020,17/09/2020,,17/09/2020,8794.0,01/10/2020,,,instant,24/09/2020,,,
4207,100.0,rejected,19/06/2020,19/06/2020,18000.0,19/06/2020,,,,,regular,,,,
4346,80.0,rejected,20/06/2020,20/06/2020,2102.0,20/06/2020,,,,,regular,,,,
12872,100.0,rejected,18/08/2020,18/08/2020,25658.0,18/08/2020,,04/09/2020,,,instant,25/08/2020,,,
5733,100.0,rejected,29/06/2020,29/06/2020,22261.0,29/06/2020,,,,,regular,,,,
4743,100.0,rejected,23/06/2020,23/06/2020,17017.0,23/06/2020,,,,,regular,,,,
6878,100.0,rejected,07/07/2020,07/07/2020,24064.0,07/07/2020,,,,,regular,,,,
15978,100.0,money_back,13/09/2020,18/12/2020,16871.0,14/09/2020,,,22/09/2020,06/10/2020,regular,20/09/2020,,,
6084,100.0,rejected,01/07/2020,01/07/2020,24947.0,01/07/2020,,,,,regular,,,,
6121,100.0,rejected,01/07/2020,01/07/2020,23946.0,01/07/2020,,,,,regular,,,,
4126,100.0,rejected,19/06/2020,19/06/2020,,19/06/2020,2627.0,,,,regular,,,,
6039,50.0,rejected,30/06/2020,01/07/2020,25652.0,01/07/2020,,,,,regular,,,,
2416,100.0,rejected,01/06/2020,02/06/2020,,02/06/2020,2843.0,,,,regular,,,,
5565,100.0,rejected,27/06/2020,27/06/2020,5163.0,27/06/2020,,,,,regular,,,,
6444,100.0,rejected,03/07/2020,03/07/2020,16371.0,03/07/2020,,,,,regular,,,,
3751,100.0,rejected,17/06/2020,18/06/2020,9427.0,18/06/2020,,,,,regular,,,,
6873,100.0,rejected,07/07/2020,07/07/2020,19390.0,07/07/2020,,,,,regular,,,,
3076,70.0,rejected,12/06/2020,12/06/2020,6929.0,12/06/2020,,,,,regular,,,,
3461,50.0,rejected,16/06/2020,16/06/2020,14715.0,16/06/2020,,,,,regular,,,,
4609,100.0,rejected,22/06/2020,22/06/2020,18636.0,22/06/2020,,22/07/2020,,,regular,,,,
18702,50.0,rejected,01/10/2020,01/10/2020,55399.0,01/10/2020,,29/10/2020,,,regular,08/10/2020,,,
10072,100.0,rejected,30/07/2020,30/07/2020,13752.0,30/07/2020,,,,,instant,06/08/2020,,,
8932,100.0,rejected,19/07/2020,20/07/2020,15510.0,20/07/2020,,,,,regular,,,,
6044,100.0,rejected,01/07/2020,01/07/2020,24496.0,01/07/2020,,,,,regular,,,,
868,100.0,money_back,13/03/2020,02/04/2020,,13/03/2020,2144.0,12/04/2020,13/03/2020,02/04/2020,regular,,,,
5680,100.0,rejected,28/06/2020,28/06/2020,24157.0,28/06/2020,,,,,regular,,,,
6674,50.0,rejected,05/07/2020,05/07/2020,11627.0,05/07/2020,,,,,regular,,,,
10737,100.0,rejected,03/08/2020,04/08/2020,8857.0,04/08/2020,,,,,regular,10/08/2020,,,
4911,100.0,rejected,24/06/2020,24/06/2020,19363.0,24/06/2020,,,,,regular,,,,
3010,100.0,rejected,11/06/2020,11/06/2020,,11/06/2020,2843.0,,,,regular,,,,
5024,100.0,rejected,24/06/2020,25/06/2020,5084.0,25/06/2020,,,,,regular,,,,
6213,80.0,rejected,02/07/2020,02/07/2020,25903.0,02/07/2020,,,,,regular,,,,
5474,80.0,rejected,26/06/2020,26/06/2020,20911.0,26/06/2020,,,,,regular,,,,
5739,100.0,rejected,29/06/2020,29/06/2020,14323.0,29/06/2020,,,,,regular,,,,
5935,85.0,rejected,30/06/2020,30/06/2020,16509.0,30/06/2020,,,,,regular,,,,
4128,100.0,rejected,19/06/2020,19/06/2020,18000.0,19/06/2020,,,,,regular,,,,
8458,100.0,rejected,16/07/2020,17/07/2020,30959.0,17/07/2020,,,,,regular,,,,
11088,50.0,rejected,06/08/2020,06/08/2020,34971.0,06/08/2020,,,,,regular,13/08/2020,,,
11211,50.0,rejected,06/08/2020,07/08/2020,8882.0,07/08/2020,,,,,instant,13/08/2020,,,
6214,100.0,rejected,02/07/2020,02/07/2020,16011.0,02/07/2020,,,,,regular,,,,
9838,100.0,rejected,28/07/2020,28/07/2020,2188.0,28/07/2020,,,,,instant,04/08/2020,,,
4793,100.0,rejected,23/06/2020,24/06/2020,,24/06/2020,13352.0,,,,regular,,,,
5681,100.0,rejected,28/06/2020,28/06/2020,5496.0,28/06/2020,,,,,regular,,,,
6123,100.0,rejected,01/07/2020,01/07/2020,,01/07/2020,13735.0,,,,regular,,,,
6629,100.0,rejected,05/07/2020,05/07/2020,14609.0,05/07/2020,,,,,regular,,,,
18768,50.0,rejected,01/10/2020,01/10/2020,,01/10/2020,15718.0,,,,instant,08/10/2020,,,
6482,50.0,rejected,03/07/2020,04/07/2020,25137.0,04/07/2020,,,,,regular,,,,
5993,70.0,rejected,30/06/2020,01/07/2020,22501.0,01/07/2020,,,,,regular,,,,
6060,100.0,rejected,01/07/2020,01/07/2020,,01/07/2020,2740.0,,,,regular,,,,
6870,100.0,rejected,07/07/2020,07/07/2020,17887.0,07/07/2020,,,,,regular,,,,
12814,75.0,rejected,17/08/2020,18/08/2020,20197.0,18/08/2020,,,,,regular,24/08/2020,,,
3944,100.0,rejected,18/06/2020,19/06/2020,17349.0,19/06/2020,,,,,regular,,,,
5740,100.0,rejected,29/06/2020,29/06/2020,9427.0,29/06/2020,,,,,regular,,,,
6048,100.0,rejected,01/07/2020,01/07/2020,25169.0,01/07/2020,,,,,regular,,,,
6445,50.0,rejected,03/07/2020,03/07/2020,14807.0,03/07/2020,,,,,regular,,,,
5572,100.0,rejected,27/06/2020,27/06/2020,15180.0,27/06/2020,,,,,regular,,,,
4491,100.0,rejected,21/06/2020,21/06/2020,19472.0,21/06/2020,,,,,regular,,,,
3077,100.0,rejected,12/06/2020,12/06/2020,10978.0,12/06/2020,,22/06/2020,,,regular,,,,
5688,100.0,rejected,28/06/2020,28/06/2020,23925.0,28/06/2020,,,,,regular,,,,
6304,100.0,rejected,02/07/2020,02/07/2020,21391.0,02/07/2020,,,,,regular,,,,
6087,100.0,rejected,01/07/2020,01/07/2020,14054.0,01/07/2020,,,,,regular,,,,
4348,90.0,rejected,20/06/2020,20/06/2020,19203.0,20/06/2020,,,,,regular,,,,
4210,100.0,rejected,19/06/2020,19/06/2020,,19/06/2020,2142.0,,,,regular,,,,
6591,100.0,rejected,04/07/2020,04/07/2020,26759.0,04/07/2020,,14/07/2020,,,regular,,,,
4062,100.0,rejected,18/06/2020,19/06/2020,,19/06/2020,2478.0,,,,regular,,,,
5996,100.0,rejected,30/06/2020,01/07/2020,20838.0,01/07/2020,,,,,regular,,,,
