id,amount,status,created_at,updated_at,user_id,moderated_at,deleted_account_id,reimbursement_date,cash_request_received_date,money_back_date,transfer_type,send_at,recovery_status,reco_creation,reco_last_update
5,100.0,rejected,10/12/2019,11/12/2019,804.0,11/12/2019,,09/01/2020,,,regular,,,,
70,100.0,rejected,10/12/2019,11/12/2019,231.0,11/12/2019,,09/01/2020,,,regular,,,,
7,100.0,rejected,10/12/2019,11/12/2019,191.0,11/12/2019,,09/01/2020,,,regular,,,,
10,99.0,rejected,10/12/2019,18/12/2019,761.0,18/12/2019,,09/01/2020,,,regular,,,,
1594,100.0,rejected,06/05/2020,07/05/2020,7686.0,07/05/2020,,,,,regular,,,,
2145,100.0,money_back,23/05/2020,06/07/2020,9489.0,24/05/2020,,,26/05/2020,06/07/2020,regular,,completed,12/06/2020,06/07/2020
3512,100.0,rejected,16/06/2020,17/06/2020,14631.0,17/06/2020,,,,,regular,,,,
654,100.0,rejected,10/02/2020,10/02/2020,,10/02/2020,309.0,11/03/2020,,,regular,,,,
5672,100.0,canceled,28/06/2020,28/06/2020,,,2499.0,,,,regular,,,,
71,90.0,rejected,10/12/2019,12/12/2019,897.0,12/12/2019,,17/12/2019,,,regular,,,,
648,1.0,rejected,08/02/2020,09/02/2020,2908.0,09/02/2020,,09/03/2020,,,regular,,,,
1794,100.0,money_back,14/05/2020,03/06/2020,778.0,15/05/2020,,29/05/2020,17/05/2020,03/06/2020,regular,,completed,29/05/2020,03/06/2020
655,1.0,rejected,10/02/2020,10/02/2020,163.0,10/02/2020,,17/02/2020,,,regular,,,,
2122,100.0,money_back,22/05/2020,13/06/2020,8218.0,23/05/2020,,,27/05/2020,13/06/2020,regular,,,,
741,100.0,rejected,27/02/2020,27/02/2020,1547.0,27/02/2020,,05/03/2020,,,regular,,,,
83,100.0,rejected,11/12/2019,18/12/2019,1248.0,18/12/2019,,10/01/2020,,,regular,,,,
690,100.0,rejected,17/02/2020,17/02/2020,939.0,17/02/2020,,18/03/2020,,,regular,,,,
756,70.0,rejected,28/02/2020,28/02/2020,821.0,28/02/2020,,,,,regular,,,,
1073,100.0,rejected,08/04/2020,08/04/2020,2867.0,08/04/2020,,,,,regular,,,,
545,100.0,rejected,29/01/2020,08/02/2020,,29/01/2020,304.0,28/02/2020,,,regular,,,,
600,100.0,rejected,04/02/2020,04/02/2020,2872.0,04/02/2020,,05/04/2020,,,regular,,,,
613,100.0,rejected,05/02/2020,08/02/2020,,06/02/2020,304.0,08/03/2020,,,regular,,,,
96,100.0,rejected,11/12/2019,18/12/2019,781.0,18/12/2019,,18/12/2019,,,regular,,,,
97,100.0,rejected,11/12/2019,11/12/2019,945.0,11/12/2019,,10/01/2020,,,regular,,,,
642,1.0,rejected,08/02/2020,08/02/2020,2460.0,08/02/2020,,03/03/2020,,,regular,,,,
84,100.0,rejected,11/12/2019,10/01/2020,,10/01/2020,91.0,10/01/2020,,,regular,,,,
100,100.0,rejected,11/12/2019,12/12/2019,1286.0,12/12/2019,,10/01/2020,,,regular,,,,
106,100.0,rejected,11/12/2019,18/12/2019,528.0,18/12/2019,,18/12/2019,,,regular,,,,
108,100.0,rejected,12/12/2019,12/12/2019,792.0,12/12/2019,,11/01/2020,,,regular,,,,
113,100.0,rejected,12/12/2019,12/12/2019,682.0,12/12/2019,,11/01/2020,,,regular,,,,
1540,100.0,rejected,04/05/2020,04/05/2020,3377.0,04/05/2020,,,,,regular,,,,
1135,100.0,rejected,10/04/2020,13/04/2020,2274.0,13/04/2020,,,,,regular,,,,
118,100.0,rejected,12/12/2019,12/12/2019,47.0,12/12/2019,,19/12/2019,,,regular,,,,
1395,70.0,rejected,27/04/2020,27/04/2020,7379.0,27/04/2020,,,,,regular,,,,
956,99.0,rejected,19/03/2020,30/03/2020,,20/03/2020,575.0,18/04/2020,,,regular,,,,
708,100.0,rejected,20/02/2020,21/02/2020,2671.0,21/02/2020,,,,,regular,,,,
875,100.0,rejected,14/03/2020,14/03/2020,4549.0,14/03/2020,,,,,regular,,,,
827,100.0,rejected,09/03/2020,10/03/2020,,10/03/2020,475.0,08/04/2020,,,regular,,,,
1403,100.0,rejected,28/04/2020,28/04/2020,7217.0,28/04/2020,,08/05/2020,,,regular,,,,
1064,100.0,rejected,07/04/2020,08/04/2020,865.0,08/04/2020,,15/04/2020,,,regular,,,,
126,100.0,rejected,12/12/2019,27/12/2019,,20/12/2019,167.0,11/01/2020,,,regular,,,,
128,100.0,rejected,12/12/2019,10/01/2020,,10/01/2020,108.0,19/12/2019,,,regular,,,,
605,100.0,rejected,04/02/2020,04/02/2020,2179.0,04/02/2020,,01/03/2020,,,regular,,,,
1629,100.0,money_back,08/05/2020,10/06/2020,9068.0,08/05/2020,,,12/05/2020,10/06/2020,regular,,,,
1446,100.0,rejected,29/04/2020,30/04/2020,,30/04/2020,1068.0,29/05/2020,,,regular,,,,
633,1.0,rejected,07/02/2020,07/02/2020,,07/02/2020,302.0,08/03/2020,,,regular,,,,
134,100.0,rejected,13/12/2019,13/12/2019,1316.0,13/12/2019,,12/01/2020,,,regular,,,,
135,100.0,rejected,13/12/2019,13/12/2019,1003.0,13/12/2019,,12/01/2020,,,regular,,,,
23534,25.0,money_back,23/10/2020,18/12/2020,21465.0,,,,,06/11/2020,instant,23/10/2020,,,
688,100.0,rejected,16/02/2020,17/02/2020,2564.0,17/02/2020,,,,,regular,,,,
1074,100.0,rejected,08/04/2020,08/04/2020,5210.0,08/04/2020,,,,,regular,,,,
141,100.0,rejected,13/12/2019,13/12/2019,674.0,13/12/2019,,20/12/2019,,,regular,,,,
1364,100.0,rejected,24/04/2020,25/04/2020,952.0,25/04/2020,,,,,regular,,,,
840,100.0,rejected,10/03/2020,11/03/2020,3338.0,11/03/2020,,,,,regular,,,,
817,100.0,money_back,07/03/2020,14/04/2020,3162.0,08/03/2020,,06/04/2020,10/03/2020,14/04/2020,regular,,,,
9323,50.0,rejected,21/07/2020,22/07/2020,23318.0,22/07/2020,,,,,regular,28/07/2020,,,
166,100.0,rejected,15/12/2019,25/03/2020,,18/12/2019,562.0,22/12/2019,,,regular,,,,
1404,100.0,rejected,28/04/2020,28/04/2020,4982.0,28/04/2020,,,,,regular,,,,
150,100.0,rejected,13/12/2019,18/12/2019,35.0,18/12/2019,,20/12/2019,,,regular,,,,
153,100.0,rejected,14/12/2019,14/12/2019,1378.0,14/12/2019,,13/01/2020,,,regular,,,,
18701,100.0,rejected,01/10/2020,01/10/2020,57285.0,01/10/2020,,,,,regular,08/10/2020,,,
724,50.0,money_back,22/02/2020,31/03/2020,115.0,22/02/2020,,23/03/2020,25/02/2020,31/03/2020,regular,,,,
16121,50.0,rejected,14/09/2020,15/09/2020,38075.0,15/09/2020,,,,,instant,21/09/2020,,,
1506,100.0,rejected,01/05/2020,01/05/2020,72.0,01/05/2020,,,,,regular,,,,
162,100.0,rejected,15/12/2019,18/12/2019,1083.0,18/12/2019,,14/01/2020,,,regular,,,,
742,100.0,rejected,27/02/2020,15/04/2020,,27/02/2020,743.0,05/03/2020,,,regular,,,,
149,100.0,rejected,13/12/2019,11/02/2020,,18/12/2019,317.0,12/01/2020,,,regular,,,,
172,100.0,rejected,15/12/2019,16/12/2019,1516.0,16/12/2019,,22/12/2019,,,regular,,,,
177,100.0,rejected,16/12/2019,16/12/2019,614.0,16/12/2019,,15/01/2020,,,regular,,,,
179,100.0,rejected,16/12/2019,16/12/2019,1227.0,16/12/2019,,15/01/2020,,,regular,,,,
1141,100.0,rejected,11/04/2020,13/04/2020,5620.0,13/04/2020,,25/04/2020,,,regular,,,,
792,20.0,rejected,04/03/2020,04/03/2020,2575.0,04/03/2020,,,,,regular,,,,
2271,100.0,money_back,28/05/2020,18/09/2020,10503.0,29/05/2020,,,01/06/2020,18/09/2020,regular,,completed,12/06/2020,18/09/2020
649,1.0,rejected,08/02/2020,09/02/2020,3131.0,09/02/2020,,09/03/2020,,,regular,,,,
132,99.0,rejected,12/12/2019,11/03/2020,,13/12/2019,486.0,19/12/2019,,,regular,,,,
757,100.0,rejected,28/02/2020,28/02/2020,994.0,28/02/2020,,,,,regular,,,,
770,60.0,rejected,01/03/2020,01/03/2020,865.0,01/03/2020,,,,,regular,,,,
2011,100.0,rejected,19/05/2020,19/05/2020,8556.0,19/05/2020,,03/06/2020,,,regular,,,,
2199,100.0,money_back,26/05/2020,27/06/2020,5430.0,05/06/2020,,25/06/2020,09/06/2020,27/06/2020,regular,,,,
1245,100.0,money_back,16/04/2020,01/05/2020,6613.0,17/04/2020,,23/04/2020,20/04/2020,01/05/2020,regular,,,,
188,100.0,rejected,16/12/2019,17/12/2019,1601.0,17/12/2019,,15/01/2020,,,regular,,,,
3892,100.0,rejected,18/06/2020,18/06/2020,15653.0,18/06/2020,,,,,regular,,,,
192,100.0,rejected,16/12/2019,17/12/2019,1178.0,17/12/2019,,15/01/2020,,,regular,,,,
193,100.0,rejected,16/12/2019,17/12/2019,1636.0,17/12/2019,,15/01/2020,,,regular,,,,
898,100.0,money_back,16/03/2020,22/04/2020,4411.0,16/03/2020,,15/04/2020,26/03/2020,22/04/2020,regular,,completed,15/04/2020,22/04/2020
664,100.0,rejected,11/02/2020,11/02/2020,,11/02/2020,316.0,08/03/2020,,,regular,,,,
644,100.0,rejected,08/02/2020,08/02/2020,1398.0,08/02/2020,,09/03/2020,,,regular,,,,
657,100.0,rejected,10/02/2020,10/02/2020,939.0,10/02/2020,,11/03/2020,,,regular,,,,
2203,100.0,money_back,27/05/2020,09/06/2020,2109.0,27/05/2020,,,29/05/2020,,regular,,,,
3099,100.0,rejected,12/06/2020,12/06/2020,6176.0,12/06/2020,,22/06/2020,,,regular,,,,
204,100.0,rejected,17/12/2019,18/12/2019,810.0,18/12/2019,,16/01/2020,,,regular,,,,
758,90.0,rejected,28/02/2020,28/02/2020,35.0,28/02/2020,,,,,regular,,,,
2152,100.0,money_back,24/05/2020,11/06/2020,3062.0,25/05/2020,,,26/05/2020,11/06/2020,regular,,,,
207,100.0,rejected,17/12/2019,18/12/2019,1715.0,18/12/2019,,16/01/2020,,,regular,,,,
210,100.0,rejected,17/12/2019,17/12/2019,1192.0,17/12/2019,,01/01/2020,,,regular,,,,
890,100.0,rejected,16/03/2020,16/03/2020,4523.0,16/03/2020,,23/03/2020,,,regular,,,,
212,100.0,rejected,17/12/2019,17/12/2019,1507.0,17/12/2019,,24/12/2019,,,regular,,,,
182,100.0,rejected,16/12/2019,09/01/2020,,17/12/2019,205.0,15/01/2020,,,regular,,,,
214,100.0,rejected,17/12/2019,18/12/2019,1370.0,18/12/2019,,16/01/2020,,,regular,,,,
217,100.0,rejected,17/12/2019,18/12/2019,1638.0,18/12/2019,,16/01/2020,,,regular,,,,
219,100.0,rejected,18/12/2019,10/01/2020,,10/01/2020,125.0,26/12/2019,,,regular,,,,
634,100.0,rejected,07/02/2020,11/02/2020,,07/02/2020,317.0,08/03/2020,,,regular,,,,
221,100.0,rejected,18/12/2019,20/12/2019,907.0,20/12/2019,,25/12/2019,,,regular,,,,
841,100.0,rejected,10/03/2020,30/03/2020,,11/03/2020,575.0,09/04/2020,,,regular,,,,
224,100.0,rejected,18/12/2019,18/12/2019,1343.0,18/12/2019,,17/01/2020,,,regular,,,,
828,100.0,rejected,09/03/2020,09/03/2020,4474.0,09/03/2020,,08/04/2020,,,regular,,,,
710,70.0,money_back,20/02/2020,05/03/2020,2993.0,21/02/2020,,26/02/2020,22/02/2020,,regular,,,,
229,100.0,rejected,18/12/2019,18/12/2019,314.0,18/12/2019,,06/01/2020,,,regular,,,,
233,100.0,rejected,18/12/2019,18/12/2019,518.0,18/12/2019,,29/12/2019,,,regular,,,,
865,80.0,rejected,12/03/2020,13/03/2020,1657.0,13/03/2020,,,,,regular,,,,
725,100.0,money_back,23/02/2020,05/03/2020,1416.0,24/02/2020,,26/02/2020,25/02/2020,,regular,,,,
781,100.0,rejected,03/03/2020,03/03/2020,1895.0,03/03/2020,,,,,regular,,,,
1123,100.0,rejected,10/04/2020,10/04/2020,6179.0,10/04/2020,,,,,regular,,,,
202,100.0,rejected,17/12/2019,23/02/2020,,17/12/2019,349.0,24/12/2019,,,regular,,,,
910,100.0,rejected,16/03/2020,17/03/2020,2914.0,17/03/2020,,15/04/2020,,,regular,,,,
793,100.0,rejected,04/03/2020,06/03/2020,2460.0,06/03/2020,,,,,regular,,,,
907,100.0,rejected,16/03/2020,17/03/2020,3285.0,17/03/2020,,,,,regular,,,,
237,100.0,rejected,19/12/2019,20/12/2019,1606.0,20/12/2019,,18/01/2020,,,regular,,,,
238,100.0,rejected,19/12/2019,20/12/2019,739.0,20/12/2019,,26/12/2019,,,regular,,,,
239,100.0,rejected,19/12/2019,20/12/2019,1844.0,20/12/2019,,18/01/2020,,,regular,,,,
818,100.0,rejected,07/03/2020,08/03/2020,3162.0,08/03/2020,,06/04/2020,,,regular,,,,
597,100.0,rejected,03/02/2020,04/02/2020,213.0,04/02/2020,,10/03/2020,,,regular,,,,
1733,100.0,rejected,13/05/2020,13/05/2020,8908.0,13/05/2020,,,,,regular,,,,
243,100.0,rejected,19/12/2019,20/12/2019,1843.0,20/12/2019,,18/01/2020,,,regular,,,,
244,30.0,rejected,19/12/2019,20/12/2019,1628.0,20/12/2019,,06/01/2020,,,regular,,,,
640,100.0,rejected,08/02/2020,08/02/2020,1630.0,08/02/2020,,08/03/2020,,,regular,,,,
247,100.0,rejected,19/12/2019,23/12/2019,,20/12/2019,143.0,06/01/2020,,,regular,,,,
248,100.0,rejected,19/12/2019,20/12/2019,1830.0,20/12/2019,,07/01/2020,,,regular,,,,
249,100.0,rejected,19/12/2019,20/12/2019,610.0,20/12/2019,,29/12/2019,,,regular,,,,
250,100.0,rejected,19/12/2019,20/12/2019,1183.0,20/12/2019,,18/01/2020,,,regular,,,,
617,100.0,rejected,06/02/2020,06/02/2020,1978.0,06/02/2020,,26/02/2020,,,regular,,,,
252,100.0,rejected,19/12/2019,20/12/2019,1022.0,20/12/2019,,26/12/2019,,,regular,,,,
255,100.0,rejected,19/12/2019,20/12/2019,1286.0,20/12/2019,,18/01/2020,,,regular,,,,
256,100.0,rejected,19/12/2019,20/12/2019,1590.0,20/12/2019,,01/01/2020,,,regular,,,,
2127,100.0,rejected,22/05/2020,22/05/2020,5496.0,22/05/2020,,06/06/2020,,,regular,,,,
18459,100.0,rejected,29/09/2020,30/09/2020,55584.0,30/09/2020,,,,,instant,06/10/2020,,,
259,100.0,rejected,19/12/2019,10/01/2020,,10/01/2020,131.0,18/01/2020,,,regular,,,,
626,100.0,rejected,06/02/2020,07/02/2020,2867.0,07/02/2020,,04/03/2020,,,regular,,,,
711,100.0,rejected,21/02/2020,22/02/2020,2575.0,22/02/2020,,,,,regular,,,,
1357,100.0,rejected,24/04/2020,24/04/2020,7229.0,24/04/2020,,,,,regular,,,,
266,100.0,rejected,20/12/2019,20/12/2019,1520.0,20/12/2019,,06/01/2020,,,regular,,,,
6098,100.0,active,01/07/2020,11/08/2020,23328.0,01/07/2020,,,03/07/2020,,regular,,pending,11/08/2020,11/08/2020
270,50.0,rejected,20/12/2019,21/12/2019,1003.0,21/12/2019,,19/01/2020,,,regular,,,,
3611,100.0,direct_debit_rejected,17/06/2020,21/07/2020,15415.0,17/06/2020,,17/07/2020,18/06/2020,,regular,,pending,21/07/2020,21/07/2020
273,100.0,rejected,21/12/2019,21/12/2019,846.0,21/12/2019,,20/01/2020,,,regular,,,,
730,90.0,rejected,24/02/2020,25/02/2020,939.0,25/02/2020,,25/03/2020,,,regular,,,,
5995,100.0,rejected,30/06/2020,01/07/2020,1159.0,01/07/2020,,,,,regular,,,,
277,50.0,rejected,21/12/2019,21/12/2019,792.0,21/12/2019,,20/01/2020,,,regular,,,,
1366,100.0,rejected,24/04/2020,25/04/2020,5291.0,25/04/2020,,09/05/2020,,,regular,,,,
583,100.0,rejected,01/02/2020,01/02/2020,729.0,01/02/2020,,09/02/2020,,,regular,,,,
281,100.0,rejected,21/12/2019,22/12/2019,1647.0,22/12/2019,,20/01/2020,,,regular,,,,
283,100.0,rejected,22/12/2019,22/12/2019,1956.0,22/12/2019,,02/01/2020,,,regular,,,,
92,100.0,rejected,11/12/2019,28/04/2020,,18/12/2019,972.0,10/01/2020,,,regular,,,,
1061,100.0,rejected,07/04/2020,07/04/2020,5081.0,07/04/2020,,,,,regular,,,,
744,100.0,rejected,27/02/2020,27/02/2020,996.0,27/02/2020,,28/03/2020,,,regular,,,,
291,100.0,rejected,22/12/2019,23/12/2019,1845.0,23/12/2019,,29/12/2019,,,regular,,,,
650,1.0,rejected,09/02/2020,09/02/2020,1601.0,09/02/2020,,10/03/2020,,,regular,,,,
257,100.0,rejected,19/12/2019,13/04/2020,,,721.0,,,,regular,,,,
794,100.0,rejected,05/03/2020,06/03/2020,1547.0,06/03/2020,,,,,regular,,,,
584,100.0,rejected,01/02/2020,01/02/2020,1770.0,01/02/2020,,02/03/2020,,,regular,,,,
1077,100.0,rejected,08/04/2020,08/04/2020,3287.0,08/04/2020,,,,,regular,,,,
20639,50.0,money_back,12/10/2020,18/12/2020,,,30317.0,,16/10/2020,31/10/2020,instant,15/10/2020,,,
1367,100.0,rejected,24/04/2020,25/04/2020,4934.0,25/04/2020,,,,,regular,,,,
1611,70.0,rejected,07/05/2020,07/05/2020,1257.0,07/05/2020,,,,,regular,,,,
306,100.0,rejected,26/12/2019,26/12/2019,,26/12/2019,1623.0,25/01/2020,,,regular,,,,
1242,100.0,rejected,16/04/2020,17/04/2020,2607.0,17/04/2020,,,,,regular,,,,
636,100.0,rejected,07/02/2020,07/02/2020,1805.0,07/02/2020,,14/03/2020,,,regular,,,,
935,100.0,rejected,18/03/2020,18/03/2020,1630.0,18/03/2020,,,,,regular,,,,
305,100.0,rejected,25/12/2019,26/12/2019,1805.0,26/12/2019,,01/01/2020,,,regular,,,,
2068,80.0,money_back,20/05/2020,10/06/2020,6500.0,25/05/2020,,,28/05/2020,10/06/2020,regular,,,,
1175,100.0,rejected,14/04/2020,15/04/2020,3111.0,15/04/2020,,,,,regular,,,,
1290,100.0,rejected,19/04/2020,20/04/2020,7041.0,20/04/2020,,04/05/2020,,,regular,,,,
317,100.0,rejected,27/12/2019,25/03/2020,,27/12/2019,562.0,03/01/2020,,,regular,,,,
2297,100.0,money_back,29/05/2020,08/06/2020,10497.0,06/06/2020,,28/06/2020,,08/06/2020,regular,,,,
2284,100.0,money_back,29/05/2020,10/06/2020,9958.0,29/05/2020,,,01/06/2020,10/06/2020,regular,,,,
1610,100.0,money_back,07/05/2020,09/06/2020,297.0,07/05/2020,,02/06/2020,07/05/2020,09/06/2020,regular,,,,
319,100.0,rejected,27/12/2019,27/12/2019,502.0,27/12/2019,,06/01/2020,,,regular,,,,
320,100.0,rejected,27/12/2019,29/12/2019,590.0,29/12/2019,,19/01/2020,,,regular,,,,
321,100.0,rejected,27/12/2019,29/12/2019,1830.0,29/12/2019,,07/01/2020,,,regular,,,,
324,10.0,rejected,27/12/2019,29/12/2019,1773.0,29/12/2019,,26/01/2020,,,regular,,,,
326,90.0,rejected,28/12/2019,29/12/2019,35.0,29/12/2019,,04/01/2020,,,regular,,,,
5075,100.0,rejected,25/06/2020,25/06/2020,,25/06/2020,21235.0,,,,regular,,,,
330,100.0,rejected,28/12/2019,30/12/2019,812.0,30/12/2019,,27/01/2020,,,regular,,,,
1438,100.0,rejected,29/04/2020,29/04/2020,8058.0,29/04/2020,,,,,regular,,,,
842,100.0,rejected,11/03/2020,11/03/2020,,11/03/2020,496.0,10/04/2020,,,regular,,,,
337,50.0,rejected,29/12/2019,30/12/2019,1628.0,30/12/2019,,06/01/2020,,,regular,,,,
338,100.0,rejected,29/12/2019,30/12/2019,736.0,30/12/2019,,28/01/2020,,,regular,,,,
339,100.0,rejected,29/12/2019,30/12/2019,1753.0,30/12/2019,,05/01/2020,,,regular,,,,
1164,100.0,rejected,14/04/2020,14/04/2020,1257.0,14/04/2020,,,,,regular,,,,
344,90.0,rejected,30/12/2019,30/12/2019,1605.0,30/12/2019,,06/01/2020,,,regular,,,,
347,100.0,rejected,30/12/2019,31/12/2019,1638.0,31/12/2019,,29/01/2020,,,regular,,,,
598,100.0,rejected,04/02/2020,19/04/2020,,04/02/2020,828.0,05/03/2020,,,regular,,,,
772,100.0,rejected,01/03/2020,01/03/2020,1754.0,01/03/2020,,08/03/2020,,,regular,,,,
646,100.0,rejected,08/02/2020,08/02/2020,433.0,08/02/2020,,09/03/2020,,,regular,,,,
641,1.0,rejected,08/02/2020,08/02/2020,2481.0,08/02/2020,,09/03/2020,,,regular,,,,
829,100.0,rejected,09/03/2020,09/03/2020,865.0,09/03/2020,,,,,regular,,,,
349,100.0,rejected,31/12/2019,31/12/2019,1715.0,31/12/2019,,30/01/2020,,,regular,,,,
2254,100.0,money_back,28/05/2020,17/06/2020,10023.0,28/05/2020,,,30/05/2020,17/06/2020,regular,,,,
2207,100.0,rejected,27/05/2020,27/05/2020,2633.0,27/05/2020,,,,,regular,,,,
353,100.0,rejected,31/12/2019,02/01/2020,1666.0,02/01/2020,,07/01/2020,,,regular,,,,
602,100.0,rejected,04/02/2020,04/02/2020,3088.0,04/02/2020,,05/03/2020,,,regular,,,,
367,100.0,rejected,03/01/2020,24/04/2020,,03/01/2020,898.0,02/02/2020,,,regular,,,,
1592,90.0,rejected,06/05/2020,06/05/2020,6179.0,06/05/2020,,,,,regular,,,,
360,100.0,rejected,01/01/2020,02/01/2020,1552.0,02/01/2020,,08/01/2020,,,regular,,,,
361,100.0,rejected,01/01/2020,02/01/2020,1627.0,02/01/2020,,31/01/2020,,,regular,,,,
399,100.0,rejected,07/01/2020,25/03/2020,,08/01/2020,562.0,01/02/2020,,,regular,,,,
365,100.0,rejected,02/01/2020,03/01/2020,2172.0,03/01/2020,,09/01/2020,,,regular,,,,
366,100.0,rejected,03/01/2020,03/01/2020,1183.0,03/01/2020,,02/02/2020,,,regular,,,,
369,100.0,rejected,03/01/2020,03/01/2020,213.0,03/01/2020,,14/01/2020,,,regular,,,,
908,100.0,rejected,16/03/2020,17/03/2020,114.0,17/03/2020,,,,,regular,,,,
990,100.0,rejected,26/03/2020,26/03/2020,682.0,26/03/2020,,25/04/2020,,,regular,,,,
377,100.0,rejected,06/01/2020,19/04/2020,,06/01/2020,828.0,05/02/2020,,,regular,,,,
1401,100.0,rejected,27/04/2020,30/04/2020,7446.0,30/04/2020,,,,,regular,,,,
609,100.0,rejected,05/02/2020,05/02/2020,2647.0,05/02/2020,,06/03/2020,,,regular,,,,
1359,100.0,rejected,24/04/2020,24/04/2020,4685.0,24/04/2020,,,,,regular,,,,
3517,100.0,rejected,16/06/2020,17/06/2020,10237.0,17/06/2020,,,,,regular,,,,
381,100.0,rejected,06/01/2020,06/01/2020,812.0,06/01/2020,,05/02/2020,,,regular,,,,
1199,100.0,money_back,15/04/2020,05/05/2020,6272.0,15/04/2020,,22/04/2020,18/04/2020,05/05/2020,regular,,completed,27/04/2020,05/05/2020
383,100.0,rejected,06/01/2020,10/01/2020,,10/01/2020,197.0,19/01/2020,,,regular,,,,
386,100.0,rejected,06/01/2020,07/01/2020,1605.0,07/01/2020,,13/01/2020,,,regular,,,,
387,100.0,rejected,06/01/2020,07/01/2020,806.0,07/01/2020,,13/01/2020,,,regular,,,,
388,100.0,rejected,06/01/2020,07/01/2020,781.0,07/01/2020,,13/01/2020,,,regular,,,,
2211,100.0,money_back,27/05/2020,28/06/2020,3045.0,27/05/2020,,,29/05/2020,,regular,,,,
1875,100.0,rejected,15/05/2020,16/05/2020,2161.0,16/05/2020,,,,,regular,,,,
397,100.0,rejected,07/01/2020,08/01/2020,1753.0,08/01/2020,,29/01/2020,,,regular,,,,
619,100.0,rejected,06/02/2020,06/02/2020,2811.0,06/02/2020,,07/03/2020,,,regular,,,,
402,100.0,rejected,07/01/2020,09/01/2020,2280.0,09/01/2020,,08/02/2020,,,regular,,,,
404,100.0,rejected,08/01/2020,10/01/2020,1007.0,10/01/2020,,09/02/2020,,,regular,,,,
405,100.0,rejected,08/01/2020,10/01/2020,760.0,10/01/2020,,15/01/2020,,,regular,,,,
936,100.0,rejected,18/03/2020,18/03/2020,3377.0,18/03/2020,,,,,regular,,,,
830,100.0,rejected,09/03/2020,10/03/2020,3377.0,10/03/2020,,,,,regular,,,,
695,100.0,rejected,18/02/2020,12/03/2020,,18/02/2020,508.0,,,,regular,,,,
713,100.0,rejected,22/02/2020,27/02/2020,,22/02/2020,360.0,,,,regular,,,,
406,20.0,rejected,08/01/2020,11/03/2020,,10/01/2020,486.0,15/01/2020,,,regular,,,,
905,100.0,rejected,16/03/2020,17/03/2020,1774.0,17/03/2020,,,,,regular,,,,
435,100.0,rejected,11/01/2020,11/02/2020,,12/01/2020,316.0,10/02/2020,,,regular,,,,
409,100.0,rejected,08/01/2020,10/01/2020,433.0,10/01/2020,,07/02/2020,,,regular,,,,
5343,80.0,rejected,25/06/2020,25/06/2020,20160.0,25/06/2020,,,,,regular,,,,
411,100.0,rejected,08/01/2020,10/01/2020,1310.0,10/01/2020,,03/02/2020,,,regular,,,,
412,100.0,rejected,08/01/2020,10/01/2020,407.0,10/01/2020,,04/02/2020,,,regular,,,,
413,100.0,rejected,09/01/2020,10/01/2020,2353.0,10/01/2020,,08/02/2020,,,regular,,,,
672,100.0,rejected,12/02/2020,14/02/2020,3248.0,14/02/2020,,08/03/2020,,,regular,,,,
1504,100.0,rejected,01/05/2020,01/05/2020,6461.0,01/05/2020,,16/05/2020,,,regular,,,,
416,100.0,rejected,09/01/2020,10/01/2020,682.0,10/01/2020,,08/02/2020,,,regular,,,,
417,100.0,rejected,09/01/2020,10/01/2020,1139.0,10/01/2020,,09/02/2020,,,regular,,,,
418,100.0,rejected,09/01/2020,10/01/2020,1338.0,10/01/2020,,09/02/2020,,,regular,,,,
3654,100.0,rejected,17/06/2020,18/06/2020,13911.0,18/06/2020,,,,,regular,,,,
421,100.0,rejected,09/01/2020,10/01/2020,1043.0,10/01/2020,,16/01/2020,,,regular,,,,
2043,100.0,rejected,19/05/2020,20/05/2020,4685.0,20/05/2020,,,,,regular,,,,
424,100.0,rejected,10/01/2020,10/01/2020,1736.0,10/01/2020,,01/02/2020,,,regular,,,,
1559,100.0,rejected,05/05/2020,05/05/2020,8592.0,05/05/2020,,29/05/2020,,,regular,,,,
1369,100.0,rejected,24/04/2020,25/04/2020,3377.0,25/04/2020,,,,,regular,,,,
714,100.0,rejected,22/02/2020,22/02/2020,2659.0,22/02/2020,,,,,regular,,,,
1126,100.0,rejected,10/04/2020,10/04/2020,5699.0,10/04/2020,,,,,regular,,,,
603,100.0,rejected,04/02/2020,04/02/2020,3155.0,04/02/2020,,05/03/2020,,,regular,,,,
433,100.0,rejected,11/01/2020,12/01/2020,2373.0,12/01/2020,,18/01/2020,,,regular,,,,
436,100.0,rejected,11/01/2020,12/01/2020,1808.0,12/01/2020,,10/02/2020,,,regular,,,,
439,100.0,rejected,13/01/2020,15/01/2020,812.0,15/01/2020,,12/02/2020,,,regular,,,,
440,100.0,rejected,13/01/2020,14/01/2020,213.0,14/01/2020,,08/02/2020,,,regular,,,,
1435,100.0,rejected,29/04/2020,29/04/2020,7977.0,29/04/2020,,,,,regular,,,,
442,100.0,rejected,14/01/2020,15/01/2020,894.0,15/01/2020,,21/01/2020,,,regular,,,,
447,100.0,rejected,15/01/2020,15/01/2020,1735.0,15/01/2020,,22/01/2020,,,regular,,,,
448,100.0,rejected,15/01/2020,15/01/2020,1638.0,15/01/2020,,14/02/2020,,,regular,,,,
449,100.0,rejected,15/01/2020,15/01/2020,1487.0,15/01/2020,,14/02/2020,,,regular,,,,
